"age","work.class","final.weight","education","years.school","marital.status","occupation","relationship","race","sex","hours.per.week","native.country","income","income.g50"
31," Local-gov",356689," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," <=50K",0
61," Federal-gov",221943," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," >50K",1
31," Private",319146," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," Mexico"," >50K",1
25," Local-gov",176162," Assoc-voc",11," Never-married"," Protective-serv"," Own-child"," White"," Male",30," United-States"," <=50K",0
45," Self-emp-inc",191776," Masters",14," Divorced"," Sales"," Unmarried"," White"," Female",42," United-States"," >50K",1
39," Private",192614," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",56," United-States"," <=50K",0
33," Private",44392," HS-grad",9," Divorced"," Handlers-cleaners"," Own-child"," White"," Male",20," United-States"," <=50K",0
42," Local-gov",340148," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," United-States"," <=50K",0
52," Self-emp-not-inc",199265," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," Black"," Male",40," United-States"," <=50K",0
56," Private",28729," 11th",7," Separated"," Machine-op-inspct"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
21," Private",245572," 9th",5," Never-married"," Other-service"," Own-child"," Amer-Indian-Eskimo"," Male",40," United-States"," <=50K",0
21," Private",346693," 7th-8th",4," Never-married"," Farming-fishing"," Unmarried"," White"," Male",40," United-States"," <=50K",0
25," Private",160261," Some-college",10," Never-married"," Exec-managerial"," Own-child"," Asian-Pac-Islander"," Male",40," China"," <=50K",0
17," Private",193769," 9th",5," Never-married"," Other-service"," Unmarried"," White"," Male",20," United-States"," <=50K",0
34," Private",213722," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," United-States"," <=50K",0
43," Private",249771," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," Asian-Pac-Islander"," Male",99," United-States"," <=50K",0
37," Self-emp-inc",199265," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," <=50K",0
43," Private",143582," 5th-6th",3," Married-civ-spouse"," Machine-op-inspct"," Wife"," Asian-Pac-Islander"," Female",72," ?"," <=50K",0
30," Private",112263," 11th",7," Divorced"," Handlers-cleaners"," Own-child"," White"," Male",40," United-States"," <=50K",0
41," Private",167106," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," Asian-Pac-Islander"," Male",35," Philippines"," >50K",1
62," Self-emp-inc",197060," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," <=50K",0
28," Private",233796," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",32," United-States"," >50K",1
36," Local-gov",191161," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",57," United-States"," >50K",1
21," Private",83033," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",20," United-States"," <=50K",0
34," Private",275438," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," >50K",1
20," Private",196643," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",20," United-States"," <=50K",0
33," Private",168981," Assoc-voc",11," Never-married"," Prof-specialty"," Unmarried"," White"," Female",55," United-States"," <=50K",0
36," Private",272950," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Male",50," United-States"," <=50K",0
66," Self-emp-inc",197816," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," >50K",1
37," Private",187589," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," >50K",1
38," Local-gov",331609," Some-college",10," Widowed"," Transport-moving"," Not-in-family"," Black"," Female",47," United-States"," <=50K",0
27," ?",188711," Some-college",10," Divorced"," ?"," Not-in-family"," White"," Male",30," United-States"," <=50K",0
17," Private",184198," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",13," United-States"," <=50K",0
34," Local-gov",240252," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," >50K",1
31," Private",169240," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
26," Self-emp-inc",109240," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",50," United-States"," <=50K",0
24," Private",196332," HS-grad",9," Never-married"," Other-service"," Own-child"," Black"," Female",40," United-States"," <=50K",0
24," Private",241951," HS-grad",9," Never-married"," Handlers-cleaners"," Unmarried"," Black"," Female",40," United-States"," <=50K",0
26," Private",142914," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",75," United-States"," <=50K",0
39," Private",174242," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
30," Private",227146," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," >50K",1
22," Private",324445," HS-grad",9," Never-married"," Tech-support"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
36," Private",164898," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K",0
20," Private",147171," Some-college",10," Never-married"," Adm-clerical"," Unmarried"," Asian-Pac-Islander"," Female",40," Vietnam"," <=50K",0
52," Private",181901," HS-grad",9," Married-spouse-absent"," Farming-fishing"," Other-relative"," White"," Male",20," Mexico"," <=50K",0
28," Private",175710," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",40," United-States"," >50K",1
31," ?",251167," HS-grad",9," Married-civ-spouse"," ?"," Wife"," White"," Female",30," Mexico"," <=50K",0
41," Private",49797," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
23," Private",112683," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",12," United-States"," <=50K",0
47," Private",161311," HS-grad",9," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",30," United-States"," <=50K",0
51," Self-emp-inc",210736," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",40," United-States"," >50K",1
21," Private",399022," HS-grad",9," Never-married"," Farming-fishing"," Own-child"," White"," Male",24," United-States"," <=50K",0
46," Private",197332," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",46," United-States"," >50K",1
54," Self-emp-not-inc",108435," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",30," United-States"," <=50K",0
44," Self-emp-not-inc",27242," Some-college",10," Never-married"," Farming-fishing"," Own-child"," White"," Male",60," United-States"," <=50K",0
30," State-gov",54318," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K",0
42," Self-emp-not-inc",39539," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",99," United-States"," >50K",1
31," Private",145377," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",60," United-States"," <=50K",0
45," Self-emp-not-inc",142871," Some-college",10," Separated"," Sales"," Unmarried"," White"," Male",50," United-States"," <=50K",0
23," Private",44064," Some-college",10," Separated"," Other-service"," Not-in-family"," White"," Male",40," United-States"," >50K",1
28," Private",50814," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
44," Self-emp-not-inc",195486," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," Black"," Male",70," Jamaica"," <=50K",0
39," Private",183892," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K",0
34," Private",198091," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",72," United-States"," <=50K",0
46," Local-gov",216214," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",35," United-States"," >50K",1
35," Private",140564," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," >50K",1
40," Private",139193," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",48," United-States"," <=50K",0
43," Federal-gov",156996," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",55," ?"," >50K",1
38," Private",20308," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",40," United-States"," <=50K",0
66," Private",205724," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",24," United-States"," >50K",1
22," Private",314525," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
48," Private",195437," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," >50K",1
38," Private",368140," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," >50K",1
45," Private",178215," 9th",5," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",40," United-States"," >50K",1
23," Private",214635," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
29," Local-gov",167544," Assoc-acdm",12," Divorced"," Other-service"," Unmarried"," White"," Female",13," United-States"," <=50K",0
58," ?",175017," Bachelors",13," Divorced"," ?"," Not-in-family"," White"," Male",25," United-States"," <=50K",0
44," State-gov",166597," Masters",14," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," >50K",1
48," State-gov",106377," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",65," United-States"," >50K",1
50," Private",166565," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K",0
43," Private",182437," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",45," United-States"," >50K",1
48," Self-emp-inc",85109," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",45," United-States"," <=50K",0
49," ?",171411," 9th",5," Divorced"," ?"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
41," Private",244945," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K",0
26," Private",77661," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
31," Private",329301," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",55," United-States"," <=50K",0
46," Private",100067," 11th",7," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",35," United-States"," >50K",1
24," Private",107882," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
42," Private",136419," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," United-States"," >50K",1
22," Private",152744," Some-college",10," Never-married"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Female",40," Philippines"," <=50K",0
60," Self-emp-not-inc",153356," HS-grad",9," Divorced"," Sales"," Not-in-family"," Black"," Male",55," United-States"," <=50K",0
45," Self-emp-not-inc",204405," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",20," United-States"," <=50K",0
41," Private",262038," 5th-6th",3," Married-spouse-absent"," Farming-fishing"," Not-in-family"," White"," Male",35," Mexico"," <=50K",0
17," Private",375657," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",30," United-States"," <=50K",0
23," Private",160398," Some-college",10," Married-spouse-absent"," Handlers-cleaners"," Unmarried"," White"," Male",40," United-States"," <=50K",0
42," Private",154374," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," United-States"," >50K",1
50," Self-emp-not-inc",57758," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",60," United-States"," >50K",1
22," Private",59184," Assoc-acdm",12," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",45," United-States"," <=50K",0
42," Private",187720," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",50," ?"," >50K",1
25," Private",38488," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," United-States"," <=50K",0
20," Private",237305," Some-college",10," Never-married"," Machine-op-inspct"," Other-relative"," Black"," Female",35," United-States"," <=50K",0
45," Private",128736," 10th",6," Divorced"," Sales"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
30," State-gov",199539," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," <=50K",0
33," Local-gov",161942," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
42," Private",217826," HS-grad",9," Never-married"," Craft-repair"," Own-child"," Black"," Male",40," ?"," <=50K",0
20," Private",95918," 9th",5," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K",0
